book_id,title,category_id,library_id,publisher_id,author_id,quantity
B-681,The Hiding Place,C-29,L-01,P-05,A-359,9
B-682,America's War for the Greater Middle East: A Military History,C-29,L-07,P-36,A-221,1
B-683,The Guns of August,C-29,L-04,P-14,A-235,5
B-684,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",C-29,L-08,P-07,A-341,1
B-685,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",C-30,L-08,P-47,A-298,2
B-686,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",C-30,L-02,P-29,A-279,5
B-687,My Paris Kitchen: Recipes and Stories,C-30,L-03,P-09,A-329,6
B-688,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",C-30,L-02,P-57,A-105,8
B-689,"Layered: Baking, Building, and Styling Spectacular Cakes",C-30,L-03,P-38,A-50,4
B-690,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,C-30,L-03,P-12,A-235,9
B-691,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,C-30,L-04,P-26,A-07,6
B-692,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,C-30,L-05,P-43,A-348,2
B-693,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",C-30,L-08,P-41,A-116,10
B-694,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,C-30,L-05,P-36,A-207,10
B-695,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",C-30,L-08,P-18,A-345,5
B-696,Barefoot Contessa Back to Basics,C-30,L-02,P-29,A-87,9
B-697,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,C-30,L-05,P-49,A-259,9
B-698,My Kitchen Year: 136 Recipes That Saved My Life,C-30,L-04,P-26,A-115,5
B-699,Everyday Italian: 125 Simple and Delicious Recipes,C-30,L-07,P-20,A-271,10
B-700,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",C-30,L-05,P-09,A-337,3
B-701,Cravings: Recipes for What You Want to Eat,C-30,L-04,P-32,A-273,6
B-702,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",C-30,L-01,P-56,A-112,1
B-703,32 Yolks,C-30,L-06,P-04,A-90,2
B-704,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",C-30,L-08,P-53,A-199,10
B-705,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),C-30,L-03,P-08,A-335,3
B-706,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,C-30,L-06,P-56,A-94,1
B-707,The Barefoot Contessa Cookbook,C-30,L-04,P-36,A-145,8
B-708,Better Homes and Gardens New Cook Book,C-30,L-04,P-43,A-327,9
B-709,The Power Greens Cookbook: 140 Delicious Superfood Recipes,C-30,L-05,P-49,A-319,5
B-710,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,C-30,L-08,P-16,A-291,3
B-711,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,C-30,L-04,P-24,A-256,1
B-712,The Smitten Kitchen Cookbook,C-30,L-01,P-03,A-165,9
B-713,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",C-30,L-03,P-27,A-184,9
B-714,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,C-30,L-07,P-08,A-361,4
B-715,Redeeming Love,C-31,L-01,P-49,A-113,6
B-716,Close to You,C-31,L-02,P-39,A-271,4
B-717,Shadows of the Past (Logan Point #1),C-31,L-01,P-47,A-259,3
B-718,Like Never Before (Walker Family #2),C-31,L-02,P-13,A-35,7
B-719,Counted With the Stars (Out from Egypt #1),C-31,L-07,P-55,A-83,8
B-720,If I Run (If I Run #1),C-31,L-03,P-44,A-195,10
B-721,The Dirty Little Secrets of Getting Your Dream Job,C-32,L-07,P-11,A-123,10
B-722,The Third Wave: An Entrepreneurâs Vision of the Future,C-32,L-07,P-19,A-259,4
B-723,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,C-32,L-04,P-01,A-185,10
B-724,Shoe Dog: A Memoir by the Creator of NIKE,C-32,L-02,P-06,A-37,8
B-725,Made to Stick: Why Some Ideas Survive and Others Die,C-32,L-02,P-55,A-268,3
B-726,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,C-32,L-05,P-02,A-99,4
B-727,The Art of Startup Fundraising,C-32,L-05,P-14,A-199,5
B-728,Born for This: How to Find the Work You Were Meant to Do,C-32,L-04,P-13,A-03,6
B-729,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,C-32,L-05,P-42,A-118,5
B-730,"Rich Dad, Poor Dad",C-32,L-04,P-46,A-252,9
B-731,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,C-32,L-02,P-36,A-216,8
B-732,Rework,C-32,L-01,P-44,A-127,2
B-733,Louisa: The Extraordinary Life of Mrs. Adams,C-33,L-05,P-02,A-90,7
B-734,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",C-33,L-06,P-48,A-163,9
B-735,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,C-33,L-08,P-14,A-313,6
B-736,Benjamin Franklin: An American Life,C-33,L-07,P-42,A-360,9
B-737,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),C-33,L-02,P-60,A-212,5
B-738,In Her Wake,C-34,L-02,P-58,A-305,9
B-739,The Elephant Tree,C-34,L-08,P-47,A-32,10
B-740,Behind Closed Doors,C-34,L-05,P-34,A-223,9
B-741,You (You #1),C-34,L-07,P-50,A-10,5
B-742,The Guilty (Will Robie #4),C-34,L-08,P-33,A-268,8
B-743,The 14th Colony (Cotton Malone #11),C-34,L-02,P-12,A-169,3
B-744,Give It Back,C-34,L-01,P-39,A-30,8
B-745,Killing Floor (Jack Reacher #1),C-34,L-01,P-15,A-320,6
B-746,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),C-34,L-07,P-12,A-334,8
B-747,Far From True (Promise Falls Trilogy #2),C-34,L-06,P-37,A-93,3
B-748,The Travelers,C-34,L-07,P-07,A-90,10
B-749,When We Collided,C-35,L-05,P-57,A-144,8
B-750,Someone Like You (The Harrisons #2),C-35,L-07,P-60,A-08,10
B-751,We Are All Completely Beside Ourselves,C-35,L-03,P-15,A-346,7
B-752,The Four Agreements: A Practical Guide to Personal Freedom,C-36,L-01,P-56,A-161,6
B-753,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,C-36,L-06,P-09,A-65,5
B-754,Chasing Heaven: What Dying Taught Me About Living,C-36,L-01,P-43,A-102,7
B-755,If I Gave You God's Phone Number....: Searching for Spirituality in America,C-36,L-08,P-14,A-350,8
B-756,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,C-36,L-08,P-16,A-180,1
B-757,A New Earth: Awakening to Your Life's Purpose,C-36,L-03,P-12,A-308,1
B-758,Logan Kade (Fallen Crest High #5.5),C-37,L-04,P-12,A-99,2
B-759,Online Marketing for Busy Authors: A Step-By-Step Guide,C-38,L-02,P-41,A-45,2
B-760,How to Be Miserable: 40 Strategies You Already Use,C-38,L-03,P-38,A-83,10
B-761,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",C-38,L-02,P-15,A-213,5
B-762,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,C-38,L-01,P-58,A-24,8
B-763,How to Stop Worrying and Start Living,C-38,L-01,P-37,A-11,2
B-764,All the Light We Cannot See,C-39,L-02,P-38,A-336,4
B-765,The Girl You Left Behind (The Girl You Left Behind #1),C-39,L-02,P-47,A-186,5
B-766,(Un)Qualified: How God Uses Broken People to Do Big Things,C-40,L-08,P-29,A-300,8
B-767,Crazy Love: Overwhelmed by a Relentless God,C-40,L-03,P-41,A-83,7
B-768,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,C-40,L-04,P-02,A-60,3
B-769,Silence in the Dark (Logan Point #4),C-41,L-08,P-28,A-163,1
B-770,The Grownup,C-42,L-01,P-58,A-243,3
B-771,Suzie Snowflake: One beautiful flake (a self-esteem story),C-43,L-03,P-42,A-75,5
B-772,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",C-44,L-06,P-13,A-122,2
B-773,"Eat Fat, Get Thin",C-44,L-05,P-51,A-02,8
B-774,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,C-44,L-04,P-55,A-60,10
B-775,The Art and Science of Low Carbohydrate Living,C-44,L-07,P-43,A-57,7
B-776,Libertarianism for Beginners,C-45,L-07,P-04,A-254,3
B-777,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,C-45,L-06,P-16,A-176,4
B-778,Equal Is Unfair: America's Misguided Fight Against Income Inequality,C-45,L-04,P-03,A-201,6
B-779,Amid the Chaos,C-46,L-01,P-56,A-347,7
B-780,Dark Notes,C-47,L-08,P-01,A-241,4
B-781,The Long Shadow of Small Ghosts: Murder and Memory in an American City,C-48,L-02,P-53,A-111,3
